Identifier	Character	Dialogue	Filename	Line Number
mContinue3_80f334ee	mc	I guess you could say they just don't have the time for anything else.	game/Chapter4.rpy	1308
mContinue3_4a51de4c	g	Don't you have any siblings or friends?	game/Chapter4.rpy	1309
mContinue3_9ccd2095	mc	I'm the only child in the family...	game/Chapter4.rpy	1310
mContinue3_79ffd8f1	extend	 as for friends, I don't have any either.	game/Chapter4.rpy	1311
mContinue3_44c815d1	mc	But that's all because I was kept inside the house every day.	game/Chapter4.rpy	1313
mContinue3_f8a5a487	g	So you wasn't allowed to go outside?	game/Chapter4.rpy	1314
mContinue3_cfc8bf53_15	mc	... ... ...	game/Chapter4.rpy	1315
mContinue3_5c706f3a	mc	When I was five there was a time when I was kidnapped by some really bad people.	game/Chapter4.rpy	1316
mContinue3_ebc4f913	mc	The kidnappers at the time demanded a ransom in exchange for my safety.	game/Chapter4.rpy	1317
mContinue3_9d9fa91e	mc	I can't remember how long I was held hostage. But it was scary...	game/Chapter4.rpy	1318
mContinue3_726a69e4	mc	There were times where they'd left me in a small empty room with no light for hours.	game/Chapter4.rpy	1319
mContinue3_a439f533	mc	Of course I cried... unable to do anything and missing my parents.	game/Chapter4.rpy	1320
mContinue3_88f3340e	mc	Some days later I was found and rescued in a rundown cabin...	game/Chapter4.rpy	1321
mContinue3_0680a17b	mc	I was really too young to understand what was going on at the time.	game/Chapter4.rpy	1322
mContinue3_f37e92e7	mc	Even so it wasn't until I was older that I'd finally realised what had happened to me back then.	game/Chapter4.rpy	1323
mContinue3_fc896afd	mc	But...	game/Chapter4.rpy	1324
mContinue3_167a7d6d	extend	 it was after that incident that my parents decided to keep me inside the house...	game/Chapter4.rpy	1325
mContinue3_595e7410	extend	 I wasn't allowed to go out. Everything I did, I had to do it at home.	game/Chapter4.rpy	1326
mContinue3_e0db77e5_9	g	... ... ...	game/Chapter4.rpy	1327
mContinue3_00c31bcc	mc	Hehe...	game/Chapter4.rpy	1328
mContinue3_4a212a21	extend	 sorry... I didn't mean to tell you something so depressing...	game/Chapter4.rpy	1329
mContinue3_1ae3171c	g	No.	game/Chapter4.rpy	1330
mContinue3_3c740a71	extend	 It's fine...	game/Chapter4.rpy	1331
mContinue3_c77fcd1d	mc	A-Anyway...\n	game/Chapter4.rpy	1332
mContinue3_9d9114ab	mc	I was happy that I'd finally gotten the permission to go on a tour.	game/Chapter4.rpy	1333
mContinue3_c0d84160	mc	You can probably guess what happens next...	game/Chapter4.rpy	1334
mContinue3_d13f0112	mc	The cruise ship I was on for my tour was swallowed up by the sea because of a huge storm.	game/Chapter4.rpy	1335
mContinue3_d8825673	mc	I remember evacuating onto these life boats...	game/Chapter4.rpy	1336
mContinue3_3e9b07ad	extend	 but the waves was so strong that I got swept away into the currents...	game/Chapter4.rpy	1337
mContinue3_b0b042de	extend	 and that's how I ended up here...	game/Chapter4.rpy	1338
mContinue3_c334c6f2		I watched the flames in front of me as I paused. Thinking if I had said too much.	game/Chapter4.rpy	1340
mContinue3_11775c63		To be honest, I've never spoken to anyone about my past. Not even to the people for homeschooling.	game/Chapter4.rpy	1341
mContinue3_dbb72daa	g	Are you angry at your parents?	game/Chapter4.rpy	1343
mContinue3_2876efd9	mc	Why?	game/Chapter4.rpy	1344
mContinue3_6988cc8c	g	For locking you up?	game/Chapter4.rpy	1345
mContinue3_3ac306f7	mc	I'm...\n	game/Chapter4.rpy	1346
mContinue3_7e9c3436	extend	No... I can't say that I am. They only did it to protect me...	game/Chapter4.rpy	1347
mContinue3_28c6f1ae		A short silence came between us as I watched the flames in front of me flicker ever so gently.	game/Chapter4.rpy	1348
mContinue3_42633fc2	g	Were you...	game/Chapter4.rpy	1349
mContinue3_30fc22a3	extend	 lonely?	game/Chapter4.rpy	1350
mContinue3_2033f988		Those words that he muttered under his breath was the first I've ever heard that not even my parents had asked.	game/Chapter4.rpy	1352
mContinue3_bf9c949e	mc	N-no...	game/Chapter4.rpy	1353
mContinue3_c0069192	extend	I wasn't...	game/Chapter4.rpy	1354
mContinue3_524d2be5		I was never very good at hiding my emotions even though I always tried to make it sound like everything was fine.	game/Chapter4.rpy	1355
mContinue3_a92a427f		Which is why ending up on this deserted island, only to wake up and find no one but myself here was quite scary.	game/Chapter4.rpy	1356
mContinue3_eb0ff407		I shuddered at the thought of being desserted and alone...	game/Chapter4.rpy	1357
mContinue3_19bccc29	extend	 and of my past.	game/Chapter4.rpy	1358
mContinue3_89ccfbe5	g	I'm sorry...	game/Chapter4.rpy	1361
mContinue3_db8d84d8		It was then that Goro started to wrap his arms around me.	game/Chapter4.rpy	1366
mContinue3_3bcb2e2f		I flinched unexpectedly from his actions but even so he held me tighter,	game/Chapter4.rpy	1367
mContinue3_f745fa0b	extend	 holding me	game/Chapter4.rpy	1368
mContinue3_ebb7641c	extend	 and hugging me ever so gently.	game/Chapter4.rpy	1369
mContinue3_5c7ce803		I was completely taken aback from his actions that I began to feel something well up inside of me.	game/Chapter4.rpy	1370
mContinue3_734e7bcf	g	I'm...	game/Chapter4.rpy	1372
mContinue3_7386cdeb	extend	 sorry...	game/Chapter4.rpy	1373
mContinue3_b5272593		It was those words he muttered gently to my ear that I was no longer able to hold it in...	game/Chapter4.rpy	1375
mContinue3_8abc7d89	mc	H-Huh?	game/Chapter4.rpy	1376
mContinue3_e695c173		What's wrong with me all of a sudden?	game/Chapter4.rpy	1377
mContinue3_eb410c52	mc	W-why are you apologising?	game/Chapter4.rpy	1378
mContinue3_0957ef88	mc	Why...	game/Chapter4.rpy	1379
mContinue3_fbb748ee		Why won't...\n	game/Chapter4.rpy	1380
mContinue3_4a7f0882	extend	These tears stop falling...	game/Chapter4.rpy	1381
mContinue3_e0db77e5_10	g	... ... ...	game/Chapter4.rpy	1383
mContinue3_edb1cd2b		Tears rolled from my face as I began crying like I've never cried before.	game/Chapter4.rpy	1384
mContinue3_637b9a5e		I tried my best to stop as I wiped them from my eyes but Goro did nothing but held me tighter.	game/Chapter4.rpy	1385
mContinue3_424f4052		It's been such a long time since I've cried like this...	game/Chapter4.rpy	1386
mContinue3_66fafe11		I feel so ashamed, so embarrassed...	game/Chapter4.rpy	1387
mContinue3_79e79fcc		As the storm raged outside with the fire crackling in front of us. I continued to drown in my own tears.	game/Chapter4.rpy	1388
mContinue3_bf11f7db		Somewhere between all of that. I was sure I heard Goro whispering to me... 	game/Chapter4.rpy	1389
mContinue3_3d2a0c9e	extend	telling me that everything will be okay...	game/Chapter4.rpy	1390
mContinue3_4cfdaf89		That night I spent every waking hour in his arms.\n	game/Chapter4.rpy	1394
mContinue3_f36cb786		Eventually falling into a deep sleep...	game/Chapter4.rpy	1395
mContinue3_e0db77e5_11	g	... ... ...	game/Chapter4.rpy	1400
mContinue3_0135b8be	mc	Ungmmm...	game/Chapter4.rpy	1404
mContinue3_4f6b10f0	mc	Hmmm...?	game/Chapter4.rpy	1405
mContinue3_946fd8f0		I woke up to find Goro sitting near the fire grilling a few fishes.	game/Chapter4.rpy	1407
mContinue3_d519ef2c	g	Sorry...	game/Chapter4.rpy	1412
mContinue3_1ab38c18	extend	 did I wake you?	game/Chapter4.rpy	1413
mContinue3_c1dff962	mc	Oh...	game/Chapter4.rpy	1415
mContinue3_44194cef	mc	No you didn't...	game/Chapter4.rpy	1416
mContinue3_6b0ec195	g	Your clothes are dried...	game/Chapter4.rpy	1418
mContinue3_007ba9ec	extend	 I left them beside you.	game/Chapter4.rpy	1419
mContinue3_ac7b0bb4		That's very considerate of him...	game/Chapter4.rpy	1421
mContinue3_a091b780		It became apparent to me that I was naked the whole night with Goro beside me.	game/Chapter4.rpy	1422
mContinue3_b61b1baa		Feeling slightly embarrassed I grabbed my clothes and got dressed with my back facing him.	game/Chapter4.rpy	1423
mContinue3_06ab8f03	g	How are you feeling?	game/Chapter4.rpy	1427
mContinue3_d8d7f22f	mc	I feel great.	game/Chapter4.rpy	1434
mContinue3_95a6dbdb	mc	T-Thank you...	game/Chapter4.rpy	1441
mContinue3_689aec9b	extend	 for last night...	game/Chapter4.rpy	1442
mContinue3_96a8d2ab_1	g	!	game/Chapter4.rpy	1449
mContinue3_c479f701	g	I-It was nothing...	game/Chapter4.rpy	1456
mContinue3_e4560549	extend	 you don't need to thank me for it...	game/Chapter4.rpy	1457
mContinue3_0237973e	g	I-I'm just making some fish...	game/Chapter4.rpy	1459
mContinue3_e0db77e5_12	g	... ... ...	game/Chapter4.rpy	1460
mContinue3_ed771c65_1	g	You...	game/Chapter4.rpy	1461
mContinue3_b822f14e	extend	 want some?	game/Chapter4.rpy	1462
mContinue3_12df5ade	mc	... Yes please...	game/Chapter4.rpy	1469
mContinue3_f4e158b9		He sat beside me all night...	game/Chapter4.rpy	1478
mContinue3_6826a723	extend	 I wonder if he had gotten any sleep.	game/Chapter4.rpy	1479
mContinue3_876276e3		I watched as he takes one of the fishes from the fire and gives it to me.	game/Chapter4.rpy	1480
mContinue3_ce11405b	g	Eat while it's hot.	game/Chapter4.rpy	1482
mContinue3_d2efecf2	mc	Thank you...	game/Chapter4.rpy	1489
mContinue3_011aad29	g	... ... ..	game/Chapter4.rpy	1496
mContinue3_be033627	g	Your name...	game/Chapter4.rpy	1497
mContinue3_444b1f77	mc	?	game/Chapter4.rpy	1504
mContinue3_a645db2c		I looked at him slightly confused.	game/Chapter4.rpy	1505
mContinue3_0a5aa4ef	g	Y-Your name...	game/Chapter4.rpy	1507
mContinue3_24c32bbd	extend	 it's [povname] wasn't it?	game/Chapter4.rpy	1508
mContinue3_42778659	mc	Y-yeah...	game/Chapter4.rpy	1515
mContinue3_96860a35		That's the first time he's ever called my name.	game/Chapter4.rpy	1516
mContinue3_83ecbaf7	g	I'll try...	game/Chapter4.rpy	1517
mContinue3_cfc8bf53_16	mc	... ... ...	game/Chapter4.rpy	1518
mContinue3_83ecbaf7_1	g	I'll try...	game/Chapter4.rpy	1525
mContinue3_50562a85	extend	 calling by your name from now on....	game/Chapter4.rpy	1526
mContinue3_b4c5a1aa	g	W-What!?	game/Chapter4.rpy	1543
mContinue3_70123381	mc	I'm just really happy.	game/Chapter4.rpy	1544
mContinue3_a07acba1	mc	Thanks Goro...	game/Chapter4.rpy	1545
mContinue3_6c384302	g	Umm... s-sure...	game/Chapter4.rpy	1554
Chapter5_d111e595		When is this storm going to stop...\n	game/Chapter5.rpy	9
Chapter5_8c151912	extend	It's been going on for a few days now...\n	game/Chapter5.rpy	10
Chapter5_0018242f	extend	Not only that but I'm starting to feel slightly restless.	game/Chapter5.rpy	11
Chapter5_decb7d43	mc	Haaa....	game/Chapter5.rpy	18
Chapter5_ef581917	g	What's wrong?	game/Chapter5.rpy	23
Chapter5_c2969a5a	mc	Oh umm...	game/Chapter5.rpy	30
Chapter5_58ba49a1	extend	 i-it's nothing.	game/Chapter5.rpy	37
Chapter5_e0db77e5	g	... ... ...	game/Chapter5.rpy	44
Chapter5_3ec47e01	g	It won't be long until it stops.	game/Chapter5.rpy	45
Chapter5_911b6a40	mc	I hope so...	game/Chapter5.rpy	52
Chapter5_536a6f90	extend	 because we're running out of firewood too...	game/Chapter5.rpy	53
Chapter5_3c9523aa	g	That wasn't your fault...	game/Chapter5.rpy	60
Chapter5_42cdb8bd	mc	N-No, it was!	game/Chapter5.rpy	68
Chapter5_d0d3dd39	mc	It was mine, I dropped them because of my carelessness.	game/Chapter5.rpy	75
Chapter5_e0db77e5_1	g	... ... ...	game/Chapter5.rpy	76
Chapter5_909713c7	g	Once the storm has ended...	game/Chapter5.rpy	83
Chapter5_192587e0	extend	 We'll get you home.	game/Chapter5.rpy	84
Chapter5_2097f679	mc	H-Home?	game/Chapter5.rpy	91
Chapter5_b2b9e19d	mc	What do you mean?	game/Chapter5.rpy	92
Chapter5_011aad29	g	... ... ..	game/Chapter5.rpy	99
Chapter5_b23dfa11	g	You wasn't entirely wrong when you said I was angry the other day...	game/Chapter5.rpy	106
Chapter5_f4e51409	g	Do you know why?	game/Chapter5.rpy	113
Chapter5_6312a437		Come to think of it, I don't know really know. All that time I thought it was me that had done something wrong.	game/Chapter5.rpy	120
Chapter5_15011032	mc	No... I don't.	game/Chapter5.rpy	127
Chapter5_35fc3a85	g	I've been...	game/Chapter5.rpy	134
Chapter5_6a12e81a	extend	 trying to repair a boat.	game/Chapter5.rpy	135
Chapter5_465eb5ad	mc	A...	game/Chapter5.rpy	142
Chapter5_1ccd599c	extend	 boat?	game/Chapter5.rpy	143
Chapter5_443e93a1	mc	How did you manage to-	game/Chapter5.rpy	144
Chapter5_7cef836d		It suddenly dawned on me. All that time while he had wondered off into the woods by himself and leaving me alone.	game/Chapter5.rpy	145
Chapter5_a1b162d0		Was it then that he was working on it?	game/Chapter5.rpy	146
Chapter5_03ca6053	g	I-I'll let you know now. I-I wasn't doing it for you...	game/Chapter5.rpy	153
Chapter5_eba686fb		He's still not very honest with himself is he?	game/Chapter5.rpy	154
Chapter5_7af87d66	mc	Thank you Goro.	game/Chapter5.rpy	161
Chapter5_7b2d01d8	g	D-Don't thank me just yet.	game/Chapter5.rpy	163
Chapter5_28dd3c7d	g	The boat won't survive in this storm.	game/Chapter5.rpy	164
Chapter5_a55de6f1	g	It's probably in pieces by now...	game/Chapter5.rpy	171
Chapter5_552086cf		It feels like a long time since I've seen him like that.	game/Chapter5.rpy	178
Chapter5_69afa267	mc	If you want. I could help you repair it.	game/Chapter5.rpy	179
Chapter5_4f884f88	g	No that's not what I-	game/Chapter5.rpy	180
Chapter5_74a56270	mc	It's okay. I'll do whatever I can to help out.	game/Chapter5.rpy	187
Chapter5_a6a8a469		He looked grateful when I said that but the sad expression afterwards.\n	game/Chapter5.rpy	194
Chapter5_e11ae1b4	extend	Told me something else...	game/Chapter5.rpy	201
Chapter5_1fd6400a	g	Do you...	game/Chapter5.rpy	208
Chapter5_de445505	extend	 want to leave here?	game/Chapter5.rpy	209
Chapter5_4a018b1e		I was stumped with his sudden questioning.	game/Chapter5.rpy	216
Chapter5_bb8f694f		I would do everything to go back at this precise moment.	game/Chapter5.rpy	217
Chapter5_d609e1a2		Going home, seeing my parents again... and then...	game/Chapter5.rpy	218
Chapter5_4870431d	extend	 back...	game/Chapter5.rpy	225
Chapter5_0c7ded29	extend	to that empty house...	game/Chapter5.rpy	226
Chapter5_944f2f8c		After all that's happened I should be happy knowing I can go home...	game/Chapter5.rpy	227
Chapter5_bf0874e3		But...	game/Chapter5.rpy	228
Chapter5_6ae8b860	extend	 what's this pain inside my chest...	game/Chapter5.rpy	229
Chapter5_cfc8bf53	mc	... ... ...	game/Chapter5.rpy	236
Chapter5_5724693a	g	It's best for you to leave here.	game/Chapter5.rpy	243
Chapter5_ce800382	mc	But there's no guarantee I'll make it home on a boat.	game/Chapter5.rpy	244
Chapter5_57ac9d6b	g	There's a good chance for you to make it back.	game/Chapter5.rpy	245
Chapter5_91905ede	mc	How?	game/Chapter5.rpy	252
Chapter5_4b0a0a81	g	I came to this island on that boat. So leaving here shouldn't be a problem.	game/Chapter5.rpy	259
Chapter5_ab187757	mc	You remember the direction you came from?	game/Chapter5.rpy	260
Chapter5_8221d49a	g	... ... ...\n	game/Chapter5.rpy	261
Chapter5_0a2de7bb	extend	Yes.	game/Chapter5.rpy	262
Chapter5_e0715dbc	mc	But-	game/Chapter5.rpy	263
Chapter5_4034a8b8	g	The sooner this storm ends the quicker I'll be able to go and make repairs on the boat.	game/Chapter5.rpy	270
Chapter5_45bf3463	g	That's only if this storm hasn't swept it away into the sea.	game/Chapter5.rpy	271
Chapter5_3ae5ebe5		Somewhere deep down inside told me that I'd be happy even if the boat did get swallowed up by the sea.	game/Chapter5.rpy	272
Chapter5_c84e7bff		But I didn't want to be selfish or anything. Knowing that he was going out of his way to help me.	game/Chapter5.rpy	273
Chapter5_d9a61d58	extend	 In the end. I just nodded my head to agree with him.	game/Chapter5.rpy	274
Chapter5_5f53bfb2	mc	At last...	game/Chapter5.rpy	286
Chapter5_ed85b788		I thought this storm was going to go on forever.	game/Chapter5.rpy	287
Chapter5_e6fcdae1	mc	Are we going to go and start on the repairs first?	game/Chapter5.rpy	294
Chapter5_41efc1d5	g	No, we'll go to the campsite first.	game/Chapter5.rpy	300
Chapter5_582359ea	mc	Hm?	game/Chapter5.rpy	301
Chapter5_10dc8eb9		I noticed he was carrying the rest of the firewood that we didn't burn. Maybe he's going to use those for tonight.	game/Chapter5.rpy	302
Chapter5_7f2e43c5		Still, I wonder why he wants to go back there?	game/Chapter5.rpy	303
Chapter5_37f4d26a		Besides it's been raining for so long wouldn't that place be a complete mess?	game/Chapter5.rpy	304
Chapter5_06c76250		Then again... I'm not really looking forward to climbing down from here...	game/Chapter5.rpy	305
Chapter5_ca563c78	mc	Ah... Umm...	game/Chapter5.rpy	312
Chapter5_517db031	mc	Are we going to do another climbing session?	game/Chapter5.rpy	313
Chapter5_092db851	g	Heh...	game/Chapter5.rpy	320
Chapter5_c40863d7	g	No, we'll go through a different route this time.	game/Chapter5.rpy	321
Chapter5_45266e21		What's with that smirk?	game/Chapter5.rpy	328
Chapter5_03fd0637		Not that I mind I guess. Since I don't get to see him like that every day.	game/Chapter5.rpy	329
Chapter5_00c31bcc	mc	Hehe...	game/Chapter5.rpy	336
Chapter5_e5cac731	g	Stay close and follow me.	game/Chapter5.rpy	343
Chapter5_7fa4ecf1		I gave a firm nod in response and began walking next to him.	game/Chapter5.rpy	344
Chapter5_12151bb7		We climbed around the cave and ended up going into a forest.	game/Chapter5.rpy	356
Chapter5_ed370afe		Everywhere I looked, even the smallest of leaves sprouting from the ground were completely covered with droplets of water.	game/Chapter5.rpy	357
Chapter5_e73993e7	mc	I feel like I might slip if I'm not careful.	game/Chapter5.rpy	362
Chapter5_e2caa4f7		It wasn't long until we came to a sudden stop.	game/Chapter5.rpy	363
Chapter5_e1a802c6	mc	What's wrong Goro?	game/Chapter5.rpy	370
Chapter5_a6e9fce4	g	Shhh!	game/Chapter5.rpy	371
Chapter5_86929dc2		His expression changed all of a sudden.	game/Chapter5.rpy	387
Chapter5_60713215		I tried observing my surroundings carefully while hiding behind him.	game/Chapter5.rpy	388
Chapter5_f34b3331	g	Let's go...	game/Chapter5.rpy	395
Chapter5_7ba535fe		What was that all about?	game/Chapter5.rpy	396
Chapter5_0f6e5dd7	mc	I-Is everything alright?	game/Chapter5.rpy	397
Chapter5_12226d84	g	It's fine. Nothing you need to worry about.	game/Chapter5.rpy	406
Chapter5_8c4049dd	mc	O-Oh, okay if you say so...	game/Chapter5.rpy	413
Chapter5_2aa96125		Guess I shouldn't press him any further by asking. He said there's nothing to worry about so maybe it's nothing serious.	game/Chapter5.rpy	414
Chapter5_427d26bf	g	Change of plans. We'll go and start on the repairs for the boat.	game/Chapter5.rpy	420
Chapter5_8abc7d89	mc	H-Huh?	game/Chapter5.rpy	427
Chapter5_d63b454a	mc	What about the campsite.	game/Chapter5.rpy	434
Chapter5_af542252	g	That can wait.	game/Chapter5.rpy	435
Chapter5_e6f6a606	extend	 We need to get you home quickly.	game/Chapter5.rpy	442
